,mibfc,Month,Total Loaned,Months' Income Borrowed,Number of Loans
61103,1,2013-6,13000,1 to 2,1
61104,2,2012-10,15500,2 to 3,1
61105,1,2013-12,9000,1 to 2,1
61106,3,2013-9,15000,3 to 4,1
61107,0,2013-10,4000,0 to 1,1
61108,1,2013-9,4000,1 to 2,1
61109,2,2013-9,25000,2 to 3,1
61110,0,2013-10,4000,0 to 1,1
61111,1,2014-2,4000,1 to 2,1
61112,0,2012-9,2000,0 to 1,1
61113,4,2013-3,25000,4+,1
61114,0,2012-3,2000,0 to 1,1
61115,1,2013-6,3500,1 to 2,1
61116,1,2013-9,4000,1 to 2,1
61117,3,2014-2,15000,3 to 4,1
61118,2,2013-11,7000,2 to 3,1
61119,2,2012-10,17000,2 to 3,1
61120,0,2012-3,3000,0 to 1,1
61121,2,2012-5,6900,2 to 3,1
61122,2,2014-1,15000,2 to 3,1
61123,1,2011-8,10000,1 to 2,1
61124,0,2013-9,4000,0 to 1,1
61125,1,2013-3,20000,1 to 2,1
61126,2,2013-7,10000,2 to 3,1
61127,1,2013-9,9000,1 to 2,1
61128,1,2013-3,5000,1 to 2,1
61129,1,2013-5,4000,1 to 2,1
61130,1,2014-2,25000,1 to 2,1
61131,1,2013-10,8500,1 to 2,1
61132,3,2013-12,10000,3 to 4,1
61133,3,2014-1,10000,3 to 4,1
61134,1,2011-12,2000,1 to 2,1
61135,0,2013-1,3000,0 to 1,1
61136,1,2013-5,5000,1 to 2,1
61137,0,2013-10,6000,0 to 1,1
61138,1,2013-11,20000,1 to 2,1
61139,1,2012-11,10000,1 to 2,1
61140,0,2012-5,15000,0 to 1,1
61141,0,2012-9,7000,0 to 1,1
61142,0,2012-3,3600,0 to 1,1
61143,0,2013-10,3600,0 to 1,1
61144,2,2013-5,10000,2 to 3,1
61145,1,2012-6,12000,1 to 2,1
61146,2,2012-10,14500,2 to 3,1
61147,1,2013-8,4000,1 to 2,1
61148,0,2014-1,4000,0 to 1,1
61149,3,2013-10,10000,3 to 4,1
61150,0,2012-9,4000,0 to 1,1
61151,1,2014-1,5000,1 to 2,1
61152,0,2013-4,3300,0 to 1,1
61153,1,2013-8,15000,1 to 2,1
61154,1,2011-10,7500,1 to 2,1
61155,1,2013-12,15000,1 to 2,1
61156,1,2013-9,4000,1 to 2,1
61157,2,2013-12,10000,2 to 3,1
61158,0,2011-2,7500,0 to 1,1
61159,1,2011-8,3500,1 to 2,1
61160,2,2012-10,12000,2 to 3,1
61161,3,2011-6,10000,3 to 4,1
61162,2,2012-5,15000,2 to 3,1
61163,2,2014-2,15000,2 to 3,1
61164,0,2012-1,2000,0 to 1,1
61165,0,2012-11,4000,0 to 1,1
61166,2,2014-1,20000,2 to 3,1
61167,2,2011-5,15000,2 to 3,1
61168,1,2012-10,4000,1 to 2,1
61169,2,2013-7,31500,2 to 3,1
61170,1,2013-12,15000,1 to 2,1
61171,0,2013-11,4000,0 to 1,1
61172,1,2014-2,13000,1 to 2,1
61173,3,2013-10,15000,3 to 4,1
61174,0,2013-5,9000,0 to 1,1
61175,3,2013-3,24960,3 to 4,1
61176,0,2013-9,5500,0 to 1,1
61177,0,2012-7,4000,0 to 1,1
61178,1,2013-8,4000,1 to 2,1
61179,3,2012-10,15000,3 to 4,1
61180,2,2013-11,15000,2 to 3,1
61181,0,2013-9,10000,0 to 1,1
61182,3,2014-1,10000,3 to 4,1
61183,3,2013-10,25000,3 to 4,1
61184,2,2013-8,15000,2 to 3,1
61185,1,2013-4,4000,1 to 2,1
61186,1,2013-9,5000,1 to 2,1
61187,3,2014-1,15000,3 to 4,1
61188,1,2012-4,4000,1 to 2,1
61189,3,2013-8,14000,3 to 4,1
61190,1,2013-10,9000,1 to 2,1
61191,1,2014-2,10000,1 to 2,1
61192,1,2011-2,7500,1 to 2,1
61193,1,2013-1,10500,1 to 2,1
61194,1,2013-8,8000,1 to 2,1
61195,0,2011-6,4000,0 to 1,1
61196,2,2013-8,10000,2 to 3,1
61197,3,2014-1,14000,3 to 4,1
61198,3,2013-10,15000,3 to 4,1
61199,3,2013-8,4000,3 to 4,1
61200,0,2012-5,2000,0 to 1,1
61201,1,2014-1,5300,1 to 2,1
61202,3,2013-9,15000,3 to 4,1
61203,0,2011-4,10000,0 to 1,1
61204,1,2013-7,12000,1 to 2,1
61205,0,2012-6,5000,0 to 1,1
61206,1,2011-1,4500,1 to 2,1
61207,1,2012-8,5000,1 to 2,1
61208,4,2011-12,10000,4+,1
61209,1,2013-10,7500,1 to 2,1
61210,3,2012-3,12000,3 to 4,1
61211,2,2013-12,35000,2 to 3,1
61212,3,2014-2,20000,3 to 4,1
61213,1,2013-8,18000,1 to 2,1
61214,0,2012-10,3000,0 to 1,1
61215,0,2013-4,4000,0 to 1,1
61216,3,2013-10,25000,3 to 4,1
61217,1,2014-2,10000,1 to 2,1
61218,2,2013-10,7500,2 to 3,1
61219,3,2012-5,8500,3 to 4,1
61220,2,2013-2,6279,2 to 3,1
61221,0,2013-12,10000,0 to 1,1
61222,4,2012-7,10000,4+,1
61223,0,2011-11,15000,0 to 1,1
61224,2,2012-1,8000,2 to 3,1
61225,3,2013-8,10000,3 to 4,1
61226,0,2014-1,4000,0 to 1,1
61227,0,2012-4,2000,0 to 1,1
61228,1,2013-11,10000,1 to 2,1
61229,1,2011-8,7500,1 to 2,1
61230,2,2014-1,10000,2 to 3,1
61231,0,2011-6,2000,0 to 1,1
61232,3,2013-1,15000,3 to 4,1
61233,0,2011-1,4000,0 to 1,1
61234,2,2013-12,15000,2 to 3,1
61235,3,2013-12,15000,3 to 4,1
61236,1,2013-11,20000,1 to 2,1
61237,2,2011-5,15000,2 to 3,1
61238,2,2012-10,25000,2 to 3,1
61239,0,2014-2,4000,0 to 1,1
61240,1,2013-4,15000,1 to 2,1
61241,3,2013-10,15000,3 to 4,1
61242,2,2011-2,7500,2 to 3,1
61243,2,2013-12,10000,2 to 3,1
61244,4,2012-9,12000,4+,1
61245,0,2011-7,6000,0 to 1,1
61246,1,2013-12,8000,1 to 2,1
61247,0,2013-11,4000,0 to 1,1
61248,1,2011-12,3000,1 to 2,1
61249,3,2013-5,25000,3 to 4,1
61250,4,2012-1,12000,4+,1
61251,2,2014-2,15000,2 to 3,1
61252,0,2012-8,4500,0 to 1,1
61253,1,2013-3,4000,1 to 2,1
61254,0,2013-7,2000,0 to 1,1
61255,3,2013-7,15000,3 to 4,1
61256,0,2014-1,4800,0 to 1,1
61257,2,2012-12,15000,2 to 3,1
61258,0,2013-11,2300,0 to 1,1
61259,2,2013-11,15000,2 to 3,1
61260,3,2013-7,13000,3 to 4,1
61261,1,2012-10,4000,1 to 2,1
61262,2,2014-2,17224,2 to 3,1
61263,3,2013-3,12473,3 to 4,1
61264,0,2014-2,7000,0 to 1,1
61265,0,2012-8,13000,0 to 1,1
61266,1,2013-7,15000,1 to 2,1
61267,1,2014-1,5000,1 to 2,1
61268,0,2010-12,7000,0 to 1,1
61269,0,2012-3,4000,0 to 1,1
61270,1,2013-9,10000,1 to 2,1
61271,4,2012-8,13000,4+,1
61272,2,2013-1,10000,2 to 3,1
61273,0,2013-5,3000,0 to 1,1
61274,1,2013-10,5000,1 to 2,1
61275,1,2013-4,5000,1 to 2,1
61276,2,2014-2,15000,2 to 3,1
61277,0,2014-1,4000,0 to 1,1
61278,0,2012-1,4200,0 to 1,1
61279,4,2012-2,4000,4+,1
61280,0,2013-3,4000,0 to 1,1
61281,0,2014-2,10000,0 to 1,1
61282,0,2012-3,3000,0 to 1,1
61283,0,2012-6,6000,0 to 1,1
61284,1,2013-6,3000,1 to 2,1
61285,2,2013-8,15000,2 to 3,1
61286,2,2012-2,4000,2 to 3,1
61287,3,2012-9,12000,3 to 4,1
61288,0,2013-7,4000,0 to 1,1
61289,3,2013-6,15000,3 to 4,1
61290,1,2013-9,3000,1 to 2,1
61291,2,2013-9,25000,2 to 3,1
61292,1,2013-2,10000,1 to 2,1
61293,0,2013-6,10000,0 to 1,1
61294,1,2012-10,3000,1 to 2,1
61295,2,2013-8,11000,2 to 3,1
61296,1,2011-7,3000,1 to 2,1
61297,0,2012-4,3000,0 to 1,1
61298,2,2011-9,10000,2 to 3,1
61299,0,2011-5,2000,0 to 1,1
61300,2,2011-11,11000,2 to 3,1
61301,0,2012-1,9000,0 to 1,1
61302,3,2013-8,15000,3 to 4,1
61303,0,2012-2,15000,0 to 1,1
61304,1,2013-10,10000,1 to 2,1
61305,2,2013-9,15000,2 to 3,1
61306,2,2013-10,18000,2 to 3,1
61307,2,2012-9,5000,2 to 3,1
61308,2,2011-5,7000,2 to 3,1
61309,0,2013-8,12000,0 to 1,1
61310,0,2013-1,5000,0 to 1,1
61311,0,2013-7,5000,0 to 1,1
61312,2,2012-11,9000,2 to 3,1
61313,2,2012-8,21400,2 to 3,1
61314,1,2012-9,4000,1 to 2,1
61315,2,2013-12,13000,2 to 3,1
61316,4,2012-9,16000,4+,1
61317,2,2013-12,8000,2 to 3,1
61318,0,2012-6,2500,0 to 1,1
61319,0,2013-6,4000,0 to 1,1
61320,1,2014-2,14300,1 to 2,1
61321,2,2013-9,15000,2 to 3,1
61322,0,2011-10,3000,0 to 1,1
61323,0,2012-9,4000,0 to 1,1
61324,2,2013-12,10000,2 to 3,1
61325,1,2012-8,7500,1 to 2,1
61326,0,2012-6,3000,0 to 1,1
61327,1,2014-2,12000,1 to 2,1
61328,2,2013-12,15000,2 to 3,1
61329,2,2011-9,8000,2 to 3,1
61330,1,2013-12,6000,1 to 2,1
61331,1,2012-5,5500,1 to 2,1
61332,1,2010-12,7000,1 to 2,1
61333,2,2013-10,15000,2 to 3,1
61334,1,2013-12,10000,1 to 2,1
61335,0,2011-7,7000,0 to 1,1
61336,0,2012-6,3000,0 to 1,1
61337,3,2012-8,25000,3 to 4,1
61338,2,2013-12,15000,2 to 3,1
61339,2,2013-8,9000,2 to 3,1
61340,0,2014-2,5000,0 to 1,1
61341,1,2013-7,5000,1 to 2,1
61342,0,2012-3,4500,0 to 1,1
61343,1,2012-8,4500,1 to 2,1
61344,1,2014-1,10000,1 to 2,1
61345,1,2011-3,7500,1 to 2,1
61346,1,2013-2,6000,1 to 2,1
61347,3,2013-8,15000,3 to 4,1
61348,3,2013-9,9000,3 to 4,1
61349,1,2013-7,10000,1 to 2,1
61350,1,2013-12,15000,1 to 2,1
61351,2,2012-10,10000,2 to 3,1
61352,2,2013-12,15000,2 to 3,1
61353,0,2012-10,4000,0 to 1,1
61354,0,2012-1,5000,0 to 1,1
61355,2,2013-9,10000,2 to 3,1
61356,1,2011-5,5000,1 to 2,1
61357,2,2013-7,12000,2 to 3,1
61358,0,2013-8,5150,0 to 1,1
61359,2,2014-2,10000,2 to 3,1
61360,2,2011-10,14000,2 to 3,1
61361,2,2013-9,10000,2 to 3,1
61362,0,2012-4,4000,0 to 1,1
61363,1,2012-8,11500,1 to 2,1
61364,0,2012-1,2000,0 to 1,1
61365,3,2012-1,5500,3 to 4,1
61366,0,2013-10,4000,0 to 1,1
61367,0,2012-8,2000,0 to 1,1
61368,0,2013-6,4000,0 to 1,1
61369,1,2013-11,10000,1 to 2,1
61370,1,2010-11,13400,1 to 2,1
61371,2,2012-10,15367,2 to 3,1
61372,1,2012-11,10000,1 to 2,1
61373,1,2013-7,11000,1 to 2,1
61374,0,2012-8,3000,0 to 1,1
61375,4,2013-1,25000,4+,1
61376,2,2013-10,10000,2 to 3,1
61377,1,2011-12,4000,1 to 2,1
61378,1,2012-11,10000,1 to 2,1
61379,0,2012-7,4000,0 to 1,1
61380,1,2012-7,8000,1 to 2,1
61381,0,2013-6,4000,0 to 1,1
61382,0,2011-11,2500,0 to 1,1
61383,0,2013-9,4000,0 to 1,1
61384,0,2012-5,3000,0 to 1,1
61385,0,2013-2,4000,0 to 1,1
61386,3,2013-7,15000,3 to 4,1
61387,0,2012-6,5000,0 to 1,1
61388,2,2012-9,15000,2 to 3,1
61389,1,2013-3,5000,1 to 2,1
61390,0,2011-3,5000,0 to 1,1
61391,4,2012-8,15000,4+,1
61392,1,2012-9,10000,1 to 2,1
61393,1,2012-11,4000,1 to 2,1
61394,4,2013-8,4000,4+,1
61395,1,2014-1,11000,1 to 2,1
61396,1,2013-10,10000,1 to 2,1
61397,1,2013-10,4000,1 to 2,1
61398,2,2013-9,4000,2 to 3,1
61399,1,2013-4,13000,1 to 2,1
61400,3,2013-7,15000,3 to 4,1
61401,3,2013-8,10000,3 to 4,1
61402,1,2014-1,6500,1 to 2,1
61403,2,2013-12,15000,2 to 3,1
61404,0,2011-7,4000,0 to 1,1
61405,0,2011-11,8000,0 to 1,1
61406,0,2011-11,2500,0 to 1,1
61407,3,2013-12,12500,3 to 4,1
61408,0,2010-8,2000,0 to 1,1
61409,1,2013-8,4000,1 to 2,1
61410,1,2013-8,4000,1 to 2,1
61411,1,2013-5,5000,1 to 2,1
61412,1,2013-7,4000,1 to 2,1
61413,1,2013-6,15000,1 to 2,1
61414,1,2013-7,4000,1 to 2,1
61415,3,2013-7,20000,3 to 4,1
61416,0,2013-1,2000,0 to 1,1
61417,1,2013-10,4000,1 to 2,1
61418,3,2012-9,17300,3 to 4,1
61419,1,2013-5,10000,1 to 2,1
61420,3,2014-2,25000,3 to 4,1
61421,2,2013-11,11000,2 to 3,1
61422,2,2014-2,13500,2 to 3,1
61423,0,2012-2,5500,0 to 1,1
61424,1,2013-6,15000,1 to 2,1
61425,1,2013-7,15000,1 to 2,1
61426,1,2013-11,10000,1 to 2,1
61427,2,2014-1,12000,2 to 3,1
61428,1,2011-1,7500,1 to 2,1
61429,0,2013-10,10000,0 to 1,1
61430,1,2013-7,10500,1 to 2,1
61431,1,2012-8,15000,1 to 2,1
61432,3,2013-12,20000,3 to 4,1
61433,1,2013-10,3500,1 to 2,1
61434,0,2013-9,4000,0 to 1,1
61435,1,2013-7,5000,1 to 2,1
61436,2,2013-12,10500,2 to 3,1
61437,1,2011-9,10000,1 to 2,1
61438,0,2012-11,4000,0 to 1,1
61439,1,2013-3,8207,1 to 2,1
61440,2,2012-7,5000,2 to 3,1
61441,2,2013-9,9000,2 to 3,1
61442,2,2013-12,15000,2 to 3,1
61443,0,2012-5,10000,0 to 1,1
61444,0,2012-10,6000,0 to 1,1
61445,3,2014-1,25000,3 to 4,1
61446,1,2013-11,4000,1 to 2,1
61447,3,2014-2,15000,3 to 4,1
61448,1,2014-1,15000,1 to 2,1
61449,0,2010-12,2000,0 to 1,1
61450,3,2013-6,12000,3 to 4,1
61451,1,2013-4,15000,1 to 2,1
61452,0,2013-12,4000,0 to 1,1
61453,3,2013-8,15000,3 to 4,1
61454,2,2014-2,8000,2 to 3,1
61455,1,2012-2,6500,1 to 2,1
61456,0,2012-9,4000,0 to 1,1
61457,1,2013-4,15000,1 to 2,1
61458,3,2013-8,25000,3 to 4,1
61459,1,2014-1,7250,1 to 2,1
61460,3,2013-11,20000,3 to 4,1
61461,1,2013-8,6500,1 to 2,1
61462,2,2011-11,10000,2 to 3,1
61463,0,2011-12,4500,0 to 1,1
61464,2,2013-8,12000,2 to 3,1
61465,3,2013-12,15000,3 to 4,1
61466,0,2014-2,25000,0 to 1,1
61467,4,2012-12,20000,4+,1
61468,1,2013-10,4000,1 to 2,1
61469,2,2013-8,20000,2 to 3,1
61470,1,2013-11,4000,1 to 2,1
61471,0,2013-4,13000,0 to 1,1
61472,2,2013-11,9500,2 to 3,1
61473,0,2013-9,4000,0 to 1,1
61474,2,2012-10,15000,2 to 3,1
61475,3,2014-2,20000,3 to 4,1
61476,4,2012-7,12500,4+,1
61477,1,2013-4,4000,1 to 2,1
61478,0,2013-8,8000,0 to 1,1
61479,1,2013-12,18000,1 to 2,1
61480,0,2012-10,3000,0 to 1,1
61481,0,2013-10,5000,0 to 1,1
61482,0,2013-12,15000,0 to 1,1
61483,2,2014-1,15000,2 to 3,1
61484,0,2010-10,1000,0 to 1,1
61485,0,2013-8,4000,0 to 1,1
61486,3,2013-9,25000,3 to 4,1
61487,3,2013-10,15000,3 to 4,1
61488,0,2011-7,2000,0 to 1,1
61489,2,2013-10,10000,2 to 3,1
61490,4,2013-2,7000,4+,1
61491,3,2013-3,15000,3 to 4,1
61492,0,2012-11,5000,0 to 1,1
61493,3,2011-8,10000,3 to 4,1
61494,1,2011-10,4500,1 to 2,1
61495,2,2013-12,15000,2 to 3,1
61496,1,2012-8,7500,1 to 2,1
61497,0,2013-9,4000,0 to 1,1
61498,1,2011-8,5000,1 to 2,1
61499,3,2014-1,15000,3 to 4,1
61500,0,2013-10,10000,0 to 1,1
61501,2,2012-2,25000,2 to 3,1
61502,1,2012-8,4000,1 to 2,1
61503,1,2012-8,5000,1 to 2,1
61504,2,2014-1,10000,2 to 3,1
61505,0,2012-5,3000,0 to 1,1
61506,3,2014-1,15000,3 to 4,1
61507,3,2012-1,10000,3 to 4,1
61508,0,2012-7,15000,0 to 1,1
61509,1,2013-12,4000,1 to 2,1
61510,0,2014-1,5700,0 to 1,1
61511,2,2013-12,25000,2 to 3,1
61512,3,2013-10,15000,3 to 4,1
61513,0,2012-4,4000,0 to 1,1
61514,0,2013-12,4000,0 to 1,1
61515,0,2014-2,4000,0 to 1,1
61516,2,2013-12,10000,2 to 3,1
61517,3,2013-8,10000,3 to 4,1
61518,0,2014-2,6000,0 to 1,1
61519,0,2011-7,4500,0 to 1,1
61520,3,2013-11,20000,3 to 4,1
61521,1,2012-10,4000,1 to 2,1
61522,1,2012-9,8500,1 to 2,1
61523,1,2012-3,3000,1 to 2,1
61524,0,2012-11,15000,0 to 1,1
61525,1,2013-12,7000,1 to 2,1
61526,0,2013-11,11400,0 to 1,1
61527,0,2013-6,8000,0 to 1,1
61528,0,2011-9,3000,0 to 1,1
61529,0,2014-1,2000,0 to 1,1
61530,1,2013-4,6000,1 to 2,1
61531,0,2010-11,1000,0 to 1,1
61532,1,2012-2,15000,1 to 2,1
61533,0,2013-7,3500,0 to 1,1
61534,1,2011-10,7000,1 to 2,1
61535,2,2013-9,15000,2 to 3,1
61536,3,2014-1,10000,3 to 4,1
61537,3,2014-2,15000,3 to 4,1
61538,1,2013-11,5000,1 to 2,1
61539,2,2014-1,15000,2 to 3,1
61540,2,2013-9,20000,2 to 3,1
61541,1,2012-5,17000,1 to 2,1
61542,1,2012-4,8500,1 to 2,1
61543,2,2013-2,11500,2 to 3,1
61544,3,2014-1,15000,3 to 4,1
61545,1,2012-2,3000,1 to 2,1
61546,3,2013-6,10000,3 to 4,1
61547,3,2013-12,25000,3 to 4,1
61548,1,2013-6,12500,1 to 2,1
61549,1,2013-11,10000,1 to 2,1
61550,0,2011-7,6000,0 to 1,1
61551,2,2011-12,8880,2 to 3,1
61552,1,2012-6,7000,1 to 2,1
61553,4,2012-11,25000,4+,1
61554,2,2013-10,15000,2 to 3,1
61555,2,2014-1,17500,2 to 3,1
61556,3,2012-11,25000,3 to 4,1
61557,0,2011-12,4500,0 to 1,1
61558,1,2013-10,4000,1 to 2,1
61559,0,2011-9,2000,0 to 1,1
61560,1,2013-8,12500,1 to 2,1
61561,2,2012-3,4000,2 to 3,1
61562,1,2012-6,4000,1 to 2,1
61563,1,2012-2,3000,1 to 2,1
61564,0,2011-3,3000,0 to 1,1
61565,3,2013-10,10000,3 to 4,1
61566,1,2013-10,10000,1 to 2,1
61567,2,2012-7,7500,2 to 3,1
61568,1,2013-11,12000,1 to 2,1
61569,2,2013-4,15000,2 to 3,1
61570,2,2013-7,15000,2 to 3,1
61571,2,2013-4,15000,2 to 3,1
61572,2,2013-12,15000,2 to 3,1
61573,0,2012-7,2000,0 to 1,1
61574,0,2012-3,4000,0 to 1,1
61575,3,2012-12,15000,3 to 4,1
61576,3,2013-8,31000,3 to 4,1
61577,1,2012-11,12000,1 to 2,1
61578,4,2012-7,13000,4+,1
61579,3,2013-6,15000,3 to 4,1
61580,2,2013-2,11000,2 to 3,1
61581,2,2012-10,18500,2 to 3,1
61582,0,2012-6,2000,0 to 1,1
61583,0,2014-2,3000,0 to 1,1
61584,3,2014-1,10000,3 to 4,1
61585,0,2011-7,3000,0 to 1,1
61586,0,2010-12,1500,0 to 1,1
61587,0,2011-1,6000,0 to 1,1
61588,1,2011-11,3000,1 to 2,1
61589,0,2011-6,4000,0 to 1,1
61590,0,2012-7,3000,0 to 1,1
61591,1,2011-9,6000,1 to 2,1
61592,2,2012-9,15000,2 to 3,1
61593,2,2013-10,30000,2 to 3,1
61594,0,2013-4,4000,0 to 1,1
61595,0,2013-5,3000,0 to 1,1
61596,2,2013-11,24000,2 to 3,1
61597,2,2014-1,9850,2 to 3,1
61598,1,2012-11,6000,1 to 2,1
61599,2,2014-2,17500,2 to 3,1
61600,1,2013-11,10000,1 to 2,1
61601,1,2013-12,7500,1 to 2,1
61602,2,2012-7,20000,2 to 3,1
61603,0,2010-8,2500,0 to 1,1
61604,1,2012-10,3000,1 to 2,1
61605,1,2014-2,6000,1 to 2,1
61606,3,2011-8,4988,3 to 4,1
61607,1,2012-11,5000,1 to 2,1
61608,1,2013-3,15000,1 to 2,1
61609,2,2013-11,9000,2 to 3,1
61610,2,2012-8,20000,2 to 3,1
61611,2,2013-10,10000,2 to 3,1
61612,2,2012-11,9500,2 to 3,1
61613,3,2014-1,23500,3 to 4,1
61614,3,2013-11,10000,3 to 4,1
61615,1,2013-11,10000,1 to 2,1
61616,1,2013-9,12000,1 to 2,1
61617,1,2013-6,12000,1 to 2,1
61618,3,2012-7,17000,3 to 4,1
61619,3,2013-2,15000,3 to 4,1
61620,0,2013-5,3500,0 to 1,1
61621,3,2014-2,10000,3 to 4,1
61622,2,2012-11,13500,2 to 3,1
61623,0,2013-8,2000,0 to 1,1
61624,0,2013-10,4000,0 to 1,1
61625,2,2014-1,15000,2 to 3,1
61626,2,2012-11,25000,2 to 3,1
61627,1,2013-11,9000,1 to 2,1
61628,3,2013-12,25000,3 to 4,1
61629,3,2013-4,25000,3 to 4,1
61630,1,2011-12,7000,1 to 2,1
61631,1,2014-2,20000,1 to 2,1
61632,1,2014-1,4000,1 to 2,1
61633,1,2014-1,6250,1 to 2,1
61634,1,2014-1,10000,1 to 2,1
61635,4,2012-4,13000,4+,1
61636,3,2011-2,15000,3 to 4,1
61637,1,2011-7,4000,1 to 2,1
61638,0,2012-5,16500,0 to 1,1
61639,1,2011-10,7500,1 to 2,1
61640,1,2012-1,15000,1 to 2,1
61641,1,2013-6,4000,1 to 2,1
61642,1,2014-2,14000,1 to 2,1
61643,2,2014-2,8000,2 to 3,1
61644,1,2013-10,15000,1 to 2,1
61645,2,2013-5,10000,2 to 3,1
61646,3,2013-5,25000,3 to 4,1
61647,2,2013-10,10000,2 to 3,1
61648,0,2012-9,3000,0 to 1,1
61649,0,2012-12,6000,0 to 1,1
61650,2,2012-7,5500,2 to 3,1
61651,3,2014-1,25000,3 to 4,1
61652,0,2013-6,3000,0 to 1,1
61653,0,2011-4,2000,0 to 1,1
61654,1,2012-4,2500,1 to 2,1
61655,0,2013-7,10000,0 to 1,1
61656,1,2014-2,15000,1 to 2,1
61657,1,2013-11,10000,1 to 2,1
61658,0,2013-6,4000,0 to 1,1
61659,0,2011-5,5000,0 to 1,1
61660,1,2012-2,25000,1 to 2,1
61661,0,2013-6,7000,0 to 1,1
61662,1,2011-10,7000,1 to 2,1
61663,3,2011-3,6700,3 to 4,1
61664,2,2012-2,12000,2 to 3,1
61665,0,2013-11,4000,0 to 1,1
61666,1,2013-10,3000,1 to 2,1
61667,3,2011-9,5000,3 to 4,1
61668,1,2012-1,2000,1 to 2,1
61669,0,2012-4,2500,0 to 1,1
61670,0,2013-10,7000,0 to 1,1
61671,3,2014-1,15000,3 to 4,1
61672,0,2012-10,4000,0 to 1,1
61673,2,2013-4,15000,2 to 3,1
61674,1,2011-11,17500,1 to 2,1
61675,2,2012-7,12000,2 to 3,1
61676,0,2013-12,6500,0 to 1,1
61677,0,2010-9,4800,0 to 1,1
61678,3,2013-7,24000,3 to 4,1
61679,0,2012-4,4000,0 to 1,1
61680,2,2014-2,15000,2 to 3,1
61681,1,2012-11,17500,1 to 2,1
61682,1,2012-9,6500,1 to 2,1
61683,1,2012-8,11000,1 to 2,1
61684,0,2012-9,4000,0 to 1,1
61685,0,2013-12,2000,0 to 1,1
61686,0,2011-8,4000,0 to 1,1
61687,0,2012-1,4000,0 to 1,1
61688,3,2014-2,35000,3 to 4,1
61689,2,2012-10,25000,2 to 3,1
61690,2,2012-2,13000,2 to 3,1
61691,3,2013-7,10000,3 to 4,1
61692,1,2012-2,3600,1 to 2,1
61693,1,2014-2,13000,1 to 2,1
61694,1,2014-1,15000,1 to 2,1
61695,0,2012-4,7500,0 to 1,1
61696,3,2013-10,15000,3 to 4,1
61697,0,2012-9,4000,0 to 1,1
61698,0,2013-1,2000,0 to 1,1
61699,0,2013-6,12000,0 to 1,1
61700,3,2013-11,15000,3 to 4,1
61701,1,2013-6,4000,1 to 2,1
61702,4,2012-9,15000,4+,1
61703,0,2013-8,5000,0 to 1,1
61704,0,2010-10,3000,0 to 1,1
61705,1,2014-1,35000,1 to 2,1
61706,3,2013-9,15000,3 to 4,1
61707,1,2013-2,12000,1 to 2,1
61708,3,2013-10,15000,3 to 4,1
61709,2,2010-8,15000,2 to 3,1
61710,2,2014-1,20000,2 to 3,1
61711,1,2011-11,3500,1 to 2,1
61712,0,2012-2,4000,0 to 1,1
61713,0,2014-1,12000,0 to 1,1
61714,0,2011-11,4000,0 to 1,1
61715,0,2013-5,5000,0 to 1,1
61716,0,2013-4,4000,0 to 1,1
61717,2,2013-9,14875,2 to 3,1
61718,1,2011-11,3500,1 to 2,1
61719,3,2013-10,20000,3 to 4,1
61720,1,2013-11,10000,1 to 2,1
61721,0,2011-1,5000,0 to 1,1
61722,0,2013-5,4000,0 to 1,1
61723,2,2013-8,4000,2 to 3,1
61724,2,2013-8,10000,2 to 3,1
61725,0,2013-5,4000,0 to 1,1
61726,2,2013-12,15000,2 to 3,1
61727,2,2012-9,8550,2 to 3,1
61728,1,2013-8,14000,1 to 2,1
61729,0,2013-4,12000,0 to 1,1
61730,2,2012-9,15000,2 to 3,1
61731,1,2013-6,13000,1 to 2,1
61732,3,2014-2,4000,3 to 4,1
61733,1,2013-8,4000,1 to 2,1
61734,4,2012-5,8000,4+,1
61735,1,2011-12,5500,1 to 2,1
61736,3,2013-2,9000,3 to 4,1
61737,1,2013-4,8500,1 to 2,1
61738,4,2011-11,7500,4+,1
61739,1,2012-2,12000,1 to 2,1
61740,0,2013-7,7000,0 to 1,1
61741,0,2012-9,11000,0 to 1,1
61742,1,2011-7,8920,1 to 2,1
61743,2,2013-8,10000,2 to 3,1
61744,3,2013-5,25000,3 to 4,1
61745,2,2013-7,25000,2 to 3,1
61746,0,2011-4,3200,0 to 1,1
61747,3,2013-9,10000,3 to 4,1
61748,0,2010-10,1000,0 to 1,1
61749,1,2013-12,12000,1 to 2,1
61750,3,2013-7,15000,3 to 4,1
61751,0,2012-5,5000,0 to 1,1
61752,1,2011-2,2500,1 to 2,1
61753,2,2012-6,12000,2 to 3,1
61754,2,2011-4,4500,2 to 3,1
61755,2,2012-2,4500,2 to 3,1
61756,0,2011-6,2500,0 to 1,1
61757,3,2013-9,15000,3 to 4,1
61758,0,2012-1,2500,0 to 1,1
61759,1,2013-7,7000,1 to 2,1
61760,1,2013-6,3500,1 to 2,1
61761,0,2012-2,5300,0 to 1,1
61762,4,2012-1,15000,4+,1
61763,1,2011-2,11000,1 to 2,1
61764,2,2014-2,24000,2 to 3,1
61765,2,2013-12,4000,2 to 3,1
61766,0,2013-12,2000,0 to 1,1
61767,0,2011-11,4500,0 to 1,1
61768,0,2014-1,7000,0 to 1,1
61769,1,2013-12,11500,1 to 2,1
61770,3,2013-11,15000,3 to 4,1
